ID,Work Item Type,Title,Test Step,Step Action,Step Expected,Area Path,Assigned To,State
,,,8.0,"Click on ""SEARCH""",The streets are displayed with their segments,,,
,,,9.0,"Click  on the  ""ADD"" button",Add Street Segment page is displayed,,,
,,,10.0,Fill in the corresponding fields with data that overlaps with the previously created ones,Fields are selected ,,,
,,,11.0,"Click on ""SAVE""",-A validation message is displayed indicating that street segments overlap,,,
90544.0,Test Case,Add/Maintain Precinct Splits,,,,SG\Elections\Java\EMS,Aden Wood <awood@gocivix.com>,Design
,,,1.0,"Pre-conditions:
- Have an existing Region
- Have at least two existing Street/Street Segments in that Region
- Have at least two existing Districts with different District Types","
",,,
,,,2.0,Log in as a Region User,Region User logged in,,,
,,,3.0,Navigate to District Management > Districts > Precincts,Precincts page will be displayed,,,
,,,4.0,"Click ""ADD""",Add Precinct page is displayed,,,
,,,5.0,Fill in all required fields,Required fields filled in,,,
,,,6.0,"Click ""SAVE""",Precinct will be created,,,
,,,7.0,"In the Precinct Assignments area, click ""ADD"" under the Street Segments tab ",Precinct Street Segment page is displayed,,,
,,,8.0,Select the Street name of one of your existing Streets,Street Name selected,,,
,,,9.0,Select the Street Segment of one of your existing Streets,Street Segment selected,,,
,,,10.0,"Click ""SAVE""",The Street Segment will be assigned to the Precinct and the user will be taken back to the Precinct page,,,
,,,11.0,"In the Precinct Assignments area, select the ""Districts"" tab and click ""ADD""",Precinct District page is displayed,,,
,,,12.0,Select the District Type of one of your existing Districts,District Type selected,,,
,,,13.0,Select the District name of one of your existing Districts,District name selected,,,
,,,14.0,"Click ""SAVE""",The District will be assigned to the Precinct and the user will be taken back to the Precinct page,,,
,,,15.0,"In the Precinct Assignments area, select the ""Precinct Splits"" tab and click ""CREATE PRECINCT SPLIT""",A confirmation message will be displayed,,,
,,,16.0,"Click ""Ok""",Two Precinct Splits will now be created. The first Precinct Split will take the Street Segment and the District that was originally assigned to the parent Precinct. The second Precinct Split will only take the District from the parent Precinct. The User will be taken straight to the second Precinct Split page,,,
,,,17.0,Check the Name and Code,"The Precinct Split name will have the original parent Precinct name with an additional ""2/2"" added. This will also apply for the Code",,,
,,,18.0,"In the Precinct Split Assignments area, click ""ADD"" under the Street Segments tab ",Precinct Street Segment page is displayed,,,
,,,19.0,Select the Street name of one of your other existing Streets,Street Name selected,,,
,,,20.0,Select the Street Segment of one of your other existing Streets (cannot be the same one you used before),Street Segment selected,,,
,,,21.0,"Click ""SAVE""",The Street Segment will be assigned to the Precinct  Split and the user will be taken back to the Precinct Split page,,,
,,,22.0,"In the Precinct Split Assignments area, select the ""Districts"" tab",The original District that was assigned to the parent Precinct will be shown here,,,
,,,23.0,"Click ""ADD""",Precinct District page is displayed,,,
,,,24.0,Select the District Type of one of your other existing Districts (cannot be the same one you used before),District Type selected,,,
,,,25.0,Select the District name of one of your other existing Districts (cannot be the same one you used before),District name selected,,,
,,,26.0,"Click ""SAVE""",The District will be assigned to the Precinct Split and the user will be taken back to the Precinct page,,,
,,,27.0,"Click ""SAVE"" again",The Precinct Spit will be saved and the user will be taken back to the parent Precinct page,,,
,,,28.0,Check the Street Segments tab,"There will no longer be any Street Segments assigned to the parent Precinct and the ""ADD"" will be gone",,,
,,,29.0,Check the Districts tab,"There will no longer be any Street Segments assigned to the parent Precinct and the ""ADD"" will be gone",,,
,,,30.0,"Click on the ""Precincts Splits"" tab","Your two Precinct Splits will be displayed here, you can update, delete, or add additional Precinct Splits",,,
,,,31.0,"Click ""UPDATE"" near the top of the page",The parent Precinct will be updated with it's Precinct Splits and the user is taken back to the Precinct search page,,,
90649.0,Test Case,Validate Required Fields Warning When Adding a District Type,,,,SG\Elections\Java\EMS,Carla Arevilca <carevilca@gocivix.com>,Design
,,,1.0,Go as a state user to District Management > Districts  ,District Management page is displayed,,,
,,,2.0,Select the District Type option,Search District Type page is displayed,,,
,,,3.0,"Click  on the  ""ADD"" button",Add District Type page is displayed,,,
,,,4.0,"Select the ""SAVE"" button without filling any field","Notice how an error message is displayed ""Error: Missing required fields""",,,
90705.0,Test Case,Validate Required Fields Warning When Searching for a Special Address,,,,SG\Elections\Java\EMS,Carla Arevilca <carevilca@gocivix.com>,Design
,,,1.0,"Pre-conditions:
- Have an existing Street with Segments
-Be a Region User","
",,,
,,,2.0,Go as a state user to District Management > Districts > Special Address,-Search Special Addresses page is displayed with the Region Dropdown pre-selected                                                             -Bussiness Address section is displayed as default,,,
,,,3.0,Leave the fields in blank In the Search Special Adress section,"
",,,
,,,4.0,Select the Search button ,"Notice how an error message is displayed ""Error: Missing required fields""",,,
90818.0,Test Case,Validate missing required field  when Adding a Voting District,,,,SG\Elections\Java\EMS,Carla Arevilca <carevilca@gocivix.com>,Design
,,,1.0,- Be a Region user                                                                                                                                   -Have an existing District Type,"
",,,
,,,2.0,Go as a region user to District Management > Districts > Districts,Search Voting Districts page is displayed ,,,
,,,3.0,"Click  on the  ""ADD"" button",Add Voting Districts  page is displayed,,,
,,,4.0,"Click on the ""SAVE"" button without filling any field",-A validation message is displayed indicating that a required field is missing,,,
92516.0,Test Case,Manage Election Precinct,,,,SG\Elections\Java\EMS,Aden Wood <awood@gocivix.com>,Design
,,,1.0,"Pre-conditions:
- Have an existing Region
- Have at least 2 existing Precincts in that Region
- Have at least 2 existing Districts assigned to each Precinct
- Have an existing Election","
",,,
,,,2.0,Log into the EMS,Dashboard will be displayed,,,
,,,3.0,Log in as a Region User,Region User logged in,,,
,,,4.0,Navigate to Election Managment > Elections > Search Election,Search Election page is displayed,,,
,,,5.0,Use the search criteria to find your existing Election,Election found,,,
,,,6.0,Click on the Actions ellipsis next to the existing Election,Options will be displayed,,,
,,,7.0,"Click ""Manage Election Precincts""",Manage Elections Precincts page is displayed,,,
,,,8.0,"From the District Type dropdown, select the District Type that your first existing District uses",District Type selected and list of Districts will be updated,,,
,,,9.0,Find and select your first existing District from the list,"The Precinct assigned to that first District will be displayed under the ""Precincts in this District"" and ""Included Election Precincts"" list",,,
,,,10.0,"From the District Type dropdown, select the District Type that your second existing District uses",District Type selected and list of Districts will be updated,,,
,,,11.0,Find and select your second existing District from the list,"The Precinct assigned to that second District will be displayed under the ""Precincts in this District"" and ""Included Election Precincts"" list",,,
,,,12.0,"Click on ""Save""","The Districts and Precincts will be successfully assigned to the Election, and the user is taken back to the Election search page",,,
,,,13.0,Find your existing Election and click on the Actions ellipsis next to it,Options are displayed,,,
,,,14.0,"Click ""Manage Election Precincts""",Manage Elections Precincts page is displayed and your assigned District and Precinct will be displayed,,,
,,,15.0,Un-select the second assigned District,"The related Precinct will no longer display in the ""Precincts in this District"" and ""Included Election Precincts"" list",,,
,,,16.0,"Click on ""Save""",The second District and Precinct assignment will be removed and the user is taken to the Election search page,,,
92673.0,Test Case,Using Districts to create Offices,,,,SG\Elections\Java\EMS,Carla Arevilca <carevilca@gocivix.com>,Design
,,,1.0,"Pre-conditions:
- Have an existing Region
- Have an existing District Types in that Region
- Have an existing Districts with the District Types","
",,,
,,,2.0,Log in as a Region User,Region User logged in,,,
,,,3.0,Navigate to Election Management > Offices > SEARCH OFFICES,Search Office page will be displayed,,,
,,,4.0,"Click ""ADD""",Add Office page is displayed,,,
,,,5.0,Fill in all the mandatory fields,Required fields filled in,,,
,,,6.0,Select the District Type mandatory dropdown,District Types are displayed,,,
,,,7.0,Select a District Type ,District Type is selected,,,
,,,8.0,Select the  District mandatory dropdown,Districts related to the selected District Type are displayed,,,
,,,9.0,Select a District  ,District  is selected,,,
,,,10.0,"Click ""SAVE""",Office is created succesfully,,,
,,,11.0,"Search for the newly created Office by entering data  into the search criteria and clicking ""SEARCH""",Newly created Office is displayed in the results list,,,
92721.0,Test Case,Manage Election Poll Places & Precinct Assignments,,,,SG\Elections\Java\EMS,Aden Wood <awood@gocivix.com>,Design
,,,1.0,"Pre-conditions:
- Have an exiting County
- Have an existing Precinct in that County
- Have an existing Poll Place
- Have an existing Election","
",,,
,,,2.0,Log in to the system as a County user ,County user logged in,,,
,,,3.0,Navigate to Election Managment > Polling Places > Search Polling Place,Search Polling Place page is displayed,,,
,,,4.0,Use the search criteria to find your existing Polling Place,Polling Place found,,,
,,,5.0,"Click on the ""Actions"" ellipsis next to the existing Polling Place",Options displayed,,,
,,,6.0,"Click ""Manage""",Manage Polling Place page is displayed,,,
,,,7.0,"Scroll down and select the ""Precinct Assignment"" tab",Maintain Precincts area is displayed,,,
,,,8.0,"Click ""ADD/MAINTAIN""",Add/Maintain Precincts page is displayed ,,,
,,,9.0,Use the search bar to find your existing Precinct and select it,"Your existing Precinct will now be displayed under the ""Assigned Precincts"" list",,,
,,,10.0,"Click ""SAVE""",The Precinct will be assigned to the Polling Place and the user is taken back to the Manage Polling Place page,,,
,,,11.0,Navigate to Election Managment > Search Election,Election Search page is displayed,,,
,,,12.0,Use the search criteria to find your existing Election,Election found,,,
,,,13.0,"Click on the ""Actions"" ellipsis next to the Election",Options displayed,,,
,,,14.0,"Click ""Manage Election Poll Places & Precinct Assignments""",Manage Election Poll Places & Precinct Assignments page is displayed,,,
,,,15.0,"From the ""Poll Type"" dropdown, select the Poll Type of your existing Polling Place",Poll Type selected,,,
,,,16.0,"Find and select your existing Poll place from the ""Poll Places in this Election"" list",The Available Precincts will be listed,,,
,,,17.0,Select your existing Precinct and click on the directional arrow to assign the Precinct,"Precinct moved over to the ""Precincts Selected"" list",,,
,,,18.0,"Click ""SAVE""","The Polling Place and Precinct will be assigned to the Election, and the user is taken back to the Election Search page",,,
